key,Artist,genre,dance,energy,loudness,speechiness,acoustic,live,valence,tempo,popularity,log_popularity
hymn kesha,Kesha,Pop,0.43887112776981585,0.5408734602463606,0.8194475322365495,0.06514728015480542,0.15957124942180628,0.2863810808007468,0.3531762726125368,0.1390630211987715,556625.0,5.745562708139279
i'll be home for christmas michael bubl√£¬©,Michael Bubl√É¬©,Pop,0.21397861316282657,0.09549017611727578,0.5570531347265452,0.0074715115029026,0.9483280695847043,0.14013069183694637,0.12389566680689944,0.23105280714063883,1497765.5,6.17544382269047
i'll be home meghan trainor,Meghan Trainor,Pop,0.527799213611142,0.3583087312090675,0.7423762412924264,0.0019709023149143173,0.3025978019112039,0.08584863257615082,0.28270929743374,0.24355007534018105,1067212.55555556,6.028250925995657
i'm a mess bebe rexha,Bebe Rexha,Pop,0.6141549994487929,0.6925582815840374,0.784181858603824,0.0016125564394753795,0.002843192246470812,0.051861840058085265,0.19962137147665124,0.3137199645728614,920909.0,5.9642167173299425
i'm sorry lil uzi vert,Lil Uzi Vert,Rap,0.8655054569507221,0.542909498116665,0.7962705646954202,0.2861750161255644,0.21580246781492232,0.085157141375376,0.29112326461926796,0.49209215656954886,2384894.0,6.377469080970214
i'm yours jason mraz,Jason Mraz,Other,0.675890199536986,0.4512877939529676,0.7267952423299244,0.024725865405289187,0.6028353583765498,0.0861943781765377,0.7275978123685317,0.6239834826717584,633967.252525253,5.802066825050674
i can't stop me twice,TWICE,Pop,0.6439201852056003,0.8819098035223455,0.8560193419297465,0.08406794237798323,0.12259035804615341,0.45752515299242824,0.7812368531762727,0.6189857256237132,962970.5,5.9836129829880305
i can see mac miller,Mac Miller,Rap,0.6902215852717452,0.4981166649699685,0.6823310360160071,0.06923242313480972,0.39614763671536657,0.08059329945026449,0.029869583508624318,0.41640690599155733,1493400.5,6.17417629239682
i can show you lil uzi vert,Lil Uzi Vert,Rap,0.8203064711718664,0.6538735620482541,0.7611438417074256,0.27219952698344446,0.05166810061339444,0.09656674618815476,0.30269246949936895,0.5605021911915251,1526140.0,6.183594375321738
i don't wanna do this anymore xxxtentacion,XXXTENTACION,Hiphop,0.39697938485282763,0.7780718721368217,0.7446087149844375,0.018490647172651045,0.854102784709753,0.1214604294160357,0.7759781236853177,0.4126571504158088,659415.5,5.819159151307822
i don√¢‚Ç¨‚Ñ¢t let go xxxtentacion,XXXTENTACION,Hiphop,0.7982581854260832,0.28433268858800775,0.7502223210315696,0.060417114599010974,0.5987826579518207,0.13079556062649103,0.4751787968026925,0.21612279874394688,2000164.0,6.301065606351479
i fall apart post malone,Post Malone,Rap,0.5424980707749971,0.5154229868675557,0.7931024899955536,0.012470436465276284,0.07253950780074923,0.317498184835598,0.22381152713504418,0.5836391032793108,1196494.0,6.077910525119599
i got you bebe rexha,Bebe Rexha,Pop,0.587697056553853,0.8900539550035631,0.8251722987994664,0.030262309180821335,0.04959109164572079,0.07535525360439788,0.3331931005469079,0.3193273444599087,664260.208333333,5.822338237359725
i have questions camila cabello,Camila Cabello,Pop,0.35288281336126115,0.5510536495978825,0.7886560693641619,0.2711244893571276,0.41033208820191835,0.0861943781765377,0.20382835506941524,0.7220177365739197,695646.0,5.842388292257701
i lil skies,Lil Skies,Rap,0.5254106493220152,0.43805354779598904,0.7539045131169408,0.08621801763061707,0.6301910862434711,0.09552950938699306,0.4315313420277661,0.24649754425516746,865137.583333333,5.9370851790613965
i say a little prayer aretha franklin,Aretha Franklin,Other,0.5692316172417595,0.4278733584444671,0.623318697198755,0.01147602666093313,0.547617315089616,0.07086920443937351,0.47938578039545643,0.5219838047366545,1137652.25,6.0560095300853884
i wish it could be christmas everyday wizzard,Wizzard,Rock,0.37272627053246604,0.905324239030846,0.7677301022676745,0.03235863255213933,0.005669950792719348,0.8226325070013484,0.5361800588977703,0.5568156983632202,1764256.0,6.246561603086453
i would like zara larsson,Zara Larsson,Pop,0.4554073420791533,0.7119006413519291,0.8483214762116497,0.030746076112663945,0.08642000675544635,0.06430868167202572,0.284812789230122,0.45188005383084695,1005683.1,6.002461152088745
i.f.l.y. bazzi,Bazzi,Pop,0.820857678315511,0.5200040720757405,0.8239495331258337,0.016233068157385504,0.39412128650300204,0.1136811534073229,0.5193521245267144,0.3595078158248887,923290.524895178,5.965338378713602
idgaf dua lipa,Dua Lipa,Pop,0.839874324771249,0.5342563371678712,0.7905249555357937,0.07111373898086434,0.03988994000402555,0.06765377035577222,0.5172486327303324,0.31380479416602447,1361872.89911712,6.134136577629765
idol bts,BTS,Pop,0.7288060853268659,0.8564593301435407,0.868830591373944,0.10126854439905397,0.004869542458835354,0.10486464059744839,0.4162810265039966,0.4806761062354064,852895.0,5.930895568415528
if i can't have you shawn mendes,Shawn Mendes,Pop,0.6681732995259619,0.768909701720452,0.8006336149399733,0.03999139969898947,0.49543879712122907,0.19510424229851675,0.8380311316785864,0.46814433108271314,1230590.67346939,6.090113619287579
imitadora romeo santos,Romeo Santos,Other,0.7315621210450888,0.7078285656113203,0.7666184971098267,0.022844549559234574,0.33890324321606824,0.27600871278912975,0.5582667227597813,0.4804834424136463,487004.8,5.6875332417141005
immortal 21 savage,21 Savage,Hiphop,0.73652298533789,0.8717296141708236,0.8609659848821699,0.5151580305310687,0.008233283811360494,0.09552950938699306,0.6697517879680269,0.815157754287489,768782.0,5.8858032063563925
in my blood shawn mendes,Shawn Mendes,Pop,0.6064380994377687,0.7149546981573857,0.7581147176522899,0.0395613846484627,0.0540997208682319,0.10590187739861011,0.5172486327303324,0.5610140443299324,1056733.85365854,6.023965620758855
in the end linkin park,Linkin Park,Rap,0.5318413993312016,0.8520479147578816,0.7820234919223358,0.03501039203038776,0.008810793621884387,0.11143380700480551,0.43801710839994423,0.36071843476460513,648706.940277778,5.812048544312558
inhale bryson tiller,Bryson Tiller,Hiphop,0.46863631352662327,0.7210628117682989,0.7343541574032904,0.39797892926252426,0.3130672780084203,0.4471527849808112,0.5656289440471182,0.6554480727866666,913845.0,5.960872539986373
into it camila cabello,Camila Cabello,Pop,0.5469077279241538,0.6467474295021888,0.7308803912850156,0.4925822403784133,0.4569381430863028,0.11005082460325692,0.4362641985696256,0.38138234854323144,557349.0,5.74612722625042
intro khalid,Khalid,Pop,0.15444824164921178,0.4075129797414232,0.6878056914184082,0.010857880025800902,0.31205410290223806,0.07188051032050617,0.030605805637358017,0.2133679936507206,1409345.0,6.149017319053842
intro meek mill,Meek Mill,Rap,0.654944328078492,0.7536394176931691,0.8018841707425522,0.24102343582025373,0.05957086644161615,0.36936002489368325,0.22065628944047116,0.3079170452846248,729776.0,5.863189576706137
intro: singularity bts,BTS,Pop,0.7740050711057216,0.2619362720146595,0.70431302801245,0.07331756611481402,0.5612951790230768,0.09345503578466964,0.18700042069835926,0.3539550719469974,854185.0,5.931551940686653
it's beginning to look a lot like christmas michael bubl√£¬©,Michael Bubl√É¬©,Pop,0.28894278469848966,0.20849027791916933,0.6386449533125834,0.012739195871855515,0.9057747151250488,0.3320195000518619,0.3500210349179638,0.295491666570814,1896718.47058824,6.27800287345926
it's the most wonderful time of the year andy williams,Andy Williams,Other,0.17980377025686248,0.5471512436797995,0.676995331258337,0.0147459327743138,0.8544405097451468,0.18352176468554404,0.6979736362361516,0.9198480160418971,1819868.67576762,6.260040049827263
it's you ali gatie,Ali Gatie,Hiphop,0.7266012567522875,0.45739590756388077,0.7643119164072921,0.0052676843689529115,0.37892365991026794,0.17850845347992947,0.38998737904922176,0.30777326631316215,1082977.91489362,6.0346196001732135
jamais vu bts,BTS,Pop,0.5899018851284312,0.4645220401099461,0.7710371276122722,0.0204257149000215,0.22897374419529185,0.07717041800643086,0.22591501893142615,0.22167266704240904,855762.0,5.932352997786243
japan famous dex,Famous Dex,Rap,0.7277036710395767,0.6762699786216024,0.7421076033792796,0.4452805848204688,0.12259035804615341,0.33409397365418525,0.8569625578460244,0.7679464912179804,971355.571428571,5.987378235512692
jingle bell rock - daryl's version daryl hall & john oates,Daryl Hall & John Oates,Rock,0.6538419137912028,0.84220706505141,0.8582425522454424,0.007955278434745213,0.6210725102878307,0.09449227258583134,0.8559108119478334,0.4960374515464866,1271361.58333333,6.1042690842389895
jingle bell rock bobby helms,Bobby Helms,Other,0.7321133281887333,0.30571108622620385,0.6085204535349045,0.0204257149000215,0.9463017193723398,0.041800643086816726,0.7423222549432057,0.44014768975948654,2254681.61538462,6.35308522362245
jocelyn flores xxxtentacion,XXXTENTACION,Hiphop,0.8809392569727704,0.3840985442329228,0.7039517563361495,0.2345732100623522,0.47517529499758365,0.2853438439995851,0.4320572149768616,0.5266048608794671,1033368.8028169,6.014255346150047
jolie nana aya nakamura,Aya Nakamura,Other,0.8158968140227097,0.637585259085819,0.7938806136060471,0.26682433885185985,0.2725402737611295,0.11316253500674205,0.48569625578460246,0.29062331059708535,743821.75,5.871468873359976
juice lizzo,Lizzo,Hiphop,0.7659206996656015,0.8819098035223455,0.8650326070846301,0.07733103991973049,0.006760802657042263,0.3486152888704491,0.8467956808301778,0.445565281404203,667112.455555556,5.8241990493747355
juicy doja cat,Doja Cat,Pop,0.7684929996692758,0.695612338389494,0.8845875944864384,0.03966888841109439,0.08277257637319016,0.04605331397157971,0.4225915018931426,0.7340089027939131,631485.666666667,5.800363497475326
july noah cyrus,Noah Cyrus,Pop,0.7001433138573476,0.17540466252672302,0.7092596709648733,0.019565684798967968,0.8794321623643098,0.05808526086505549,0.31110643668489696,0.173023614258273,764918.68852459,5.883615271752407
jump - 2015 remaster van halen,Van Halen,Rock,0.5502149707860213,0.8360989514404967,0.7852378835037794,0.008492797247903675,0.17324911335526696,0.05009853749611036,0.8096339924274296,0.5034449441562475,762956.0,5.882499492727876
jumpsuit twenty one pilots,Twenty One Pilots,Rock,0.6031308565759013,0.6070446910312531,0.726600711427301,0.014513007955278434,0.00859802684958611,0.18991805829270822,0.21960454354228018,0.48652503479451115,814383.0,5.9108286993207155
just you and i tom walker,Tom Walker,Pop,0.5463565207805093,0.6930672910516136,0.8029124055135616,0.3001505052676844,0.4437668667059333,0.09345503578466964,0.5540597391670173,0.28488365405629235,774541.428571429,5.88904465220339
kansas gorillaz,Gorillaz,Hiphop,0.6262815566089737,0.7923241372289525,0.7787349933303691,0.0036551279294775286,0.07345136539631328,0.15880095425785706,0.6771140092553639,0.2565764501547062,686084.0,5.836377291367317
keii anuel aa,Anuel AA,Rap,0.7001433138573476,0.7974142319047135,0.872054246331703,0.016448075682648895,0.405266212671007,0.07685924696608236,0.5088346655448044,0.2620170464348566,1286354.77777778,6.109360763908429
kills you slowly the chainsmokers,The Chainsmokers,Pop,0.6869143424098776,0.43296345312022805,0.7143452645620276,0.03354117394108794,0.06443410695129106,0.10901358780209522,0.2132940681531342,0.6180597890474931,783168.5,5.8938552112883205
king of my city a boogie wit da hoodie,A Boogie Wit da Hoodie,Rap,0.5584830779406902,0.6772879975567546,0.7701617385504669,0.20608471296495376,0.45339203021466484,0.1354631262317187,0.2537862852334876,0.33412795178228416,756691.666666667,5.87891895117305
kings & queens ava max,Ava Max,Pop,0.6224231066034616,0.6874681869082764,0.8453340373499333,0.018060632122124273,0.007904001901851256,0.10693911419977181,0.44099705511148507,0.5026541598132025,1074478.08018207,6.031197560122415
la dif√£¬≠cil bad bunny,Bad Bunny,Rap,0.674787785249697,0.8493331975974753,0.8313139172965762,0.06665233283164912,0.08723054684039215,0.058500155585520165,0.7728228859907447,0.7902897433832917,2177252.14285714,6.337908726657327
ladders mac miller,Mac Miller,Rap,0.803770256862529,0.45739590756388077,0.7252112049799911,0.1485701999569985,0.23910549525711455,0.0861943781765377,0.278502313840976,0.35372502559265695,791299.5,5.898340891309072
last christmas wham!,Wham!,Pop,0.729908499614155,0.46554005904509826,0.6117024232992441,0.006396473876585678,0.2036443665407351,0.3397987760605746,0.9710769877997476,0.3752746178354939,2475043.44444444,6.393582826508737
last hurrah bebe rexha,Bebe Rexha,Pop,0.4862749421232499,0.6151888425124707,0.8306469542018675,0.008492797247903675,0.17730181377999601,0.09864121979047817,0.3941943626419857,0.2404156937622931,981635.857142857,5.99195041389464
lean on me bill withers,Bill Withers,Other,0.6020284422886121,0.2100173063218976,0.5733659404179635,0.04611911416899591,0.7922991032326345,0.10590187739861011,0.41733277240218764,0.1880858993087107,700719.0,5.845543893550781
learn to let go kesha,Kesha,Pop,0.4873773564105391,0.8483151786623231,0.8760560248999555,0.0163405719200172,0.0037347863399112106,0.2811948967949383,0.650820361800589,0.7226216082540633,525156.0,5.720288331740177
leave a light on tom walker,Tom Walker,Pop,0.5638114136625875,0.6202789371882317,0.7900641025641026,0.09911846914642014,0.017524099535051917,0.10797635100093352,0.2553639040807741,0.15192069535344724,557630.25,5.746346325082306
leave me alone flipp dinero,Flipp Dinero,Rap,0.7888876639841252,0.7388781431334623,0.8789045131169408,0.06724360352612341,0.09665307532788728,0.16917332226947412,0.7486327303323517,0.6185975224007638,1003730.58039216,6.00161715588563
let it snow! let it snow! let it snow! dean martin,Dean Martin,Other,0.5579318707970455,0.38511656316807497,0.6065473543797243,0.014513007955278434,0.9260382172486943,0.5622860699097604,0.7149768615902398,0.4181322536491103,1678955.8,6.225039263101258
let me down slowly alec benjamin,Alec Benjamin,Other,0.6384081137691545,0.553089687468187,0.7992718986216096,0.008600301010535369,0.7497457487729791,0.10590187739861011,0.48043752629364744,0.6189224628762696,962965.945454545,5.983610928907831
let me zayn,ZAYN,Pop,0.6582515709403595,0.5581797821439479,0.8008837261004892,0.023435820253708883,0.2198551682396514,0.07115444455969297,0.15544804375262936,0.724174421145861,1357024.66666667,6.13258774191166
let you down nf,NF,Rap,0.6494322566420462,0.7108826224167769,0.802134281903068,0.09159320576220169,0.3404230058753417,0.13183279742765272,0.46045435422801856,0.607155591851758,1304260.32432432,6.115364283216406
let you love me rita ora,Rita Ora,Pop,0.4741483849630691,0.8513692354677797,0.8678440417963539,0.23296065362287682,0.28520496258840783,0.06010787262732082,0.4494110222970131,0.30349727970185997,1254108.72142857,6.098335188065476
lets link whoheem,WhoHeem,Rap,0.844559585492228,0.6813600732973634,0.7015062249888839,0.15179531283594927,0.006754048156334377,0.22725858313452962,0.5214556163230963,0.4459851160008742,902761.2,5.9555728851553855
level of concern twenty one pilots,Twenty One Pilots,Rock,0.7508543710726492,0.5795581797821439,0.7540851489550912,0.020855729950548272,0.3242122041764253,0.1266466134218442,0.7822885990744637,0.4575391941476208,923013.8,5.965208194220979
levitate twenty one pilots,Twenty One Pilots,Rock,0.6913239995590342,0.936882826020564,0.7929635393508226,0.15717050096753388,0.08682527679791925,0.09552950938699306,0.20803533866217921,0.29053129205534917,659164.0,5.8189934805029555
levitating dua lipa,Dua Lipa,Pop,0.6858119281225884,0.8859818792629542,0.8947587816807471,0.05536443775532145,0.05683529365492403,0.19821595270200187,0.9337400084139672,0.34827867815364794,1036742.53333333,6.015670916238795
liar camila cabello,Camila Cabello,Pop,0.7381766067688238,0.4935355797617836,0.772273788350378,0.023650827778972264,0.017422782024433692,0.48864225702727937,0.6303113167858645,0.3195200082816687,1450305.49677419,6.1614594929857995
life goes on bts,BTS,Pop,0.5436004850622863,0.7149546981573857,0.7987438861716318,0.019995699849494734,0.006997210181818123,0.3610621304843896,0.4457299116533446,0.22206374584478772,1376811.8,6.138874579467184
lights down low max,MAX,Pop,0.6086429280123471,0.48742746615087046,0.7430107825700311,0.010750376263169206,0.06174919291990804,0.0872316149776994,0.5777240218763147,0.22175893442528669,486757.262820513,5.687312440272891
lights up harry styles,Harry Styles,Pop,0.5535222136478889,0.6182428993179273,0.7311582925744776,0.008815308535798753,0.03971263436044365,0.12353490301835908,0.2564156499789651,0.3423722380059582,1240235.95652174,6.093504318119313
like you do joji,Joji,Pop,0.561239113658913,0.18863890868370153,0.6789128501556246,0.00892281229843044,0.9655520463898027,0.11731148221138887,0.05479596129575094,0.1380163102865227,874344.0,5.941682334131708
living proof camila cabello,Camila Cabello,Pop,0.729908499614155,0.5093148732566426,0.8062194308581592,0.06256718985164482,0.11043225677196616,0.34965252567161087,0.5161968868321414,0.20192318752228575,786548.0,5.8957252310903145
lo mein lil uzi vert,Lil Uzi Vert,Rap,0.8621982140888546,0.674233940751298,0.7986605157847932,0.3238013330466567,0.0899661196270843,0.1266466134218442,0.5077829196466134,0.5212045227113263,1239961.16666667,6.093408084060244
lonely this christmas mud,Mud,Rap,0.5270642707529489,0.31690929451287797,0.5827034237438863,0.00516018060632122,0.8206680062057381,0.09656674618815476,0.4941102229701304,0.3248024476932102,1311569.0,6.1177911432153484
look at me! xxxtentacion,XXXTENTACION,Hiphop,0.7607760996582517,0.7251348875089076,0.7800689195197865,0.277574715115029,0.2624085226993068,0.07851882584794109,0.33950357593605385,0.5555791992086405,680445.285714286,5.832793209528051
look back at it a boogie wit da hoodie,A Boogie Wit da Hoodie,Rap,0.7888876639841252,0.5754861040415351,0.8175022232103157,0.019028165985809507,0.42603630234774353,0.11575562700964631,0.5545856121161128,0.30800043708807323,1231641.06825397,6.090484161733854
lose you to love me selena gomez,Selena Gomez,Pop,0.3804431705434902,0.311819199837117,0.7096765228990662,0.027628466996344875,0.5106364237139631,0.19821595270200187,0.08182583087925957,0.49611796777050576,1980988.95833333,6.296882054868043
lost in japan - remix shawn mendes,Shawn Mendes,Pop,0.6979384852827692,0.8483151786623231,0.8106102712316585,0.2248978714254999,0.09310696245624933,0.15776371745669535,0.3300378628523349,0.37203096423929427,648153.714285714,5.811678014125945
lotus lil uzi vert,Lil Uzi Vert,Rap,0.803770256862529,0.7475313040822559,0.7994386393952868,0.19694689314125993,0.24315819568184363,0.14842858624624003,0.5151451409339504,0.6188649512876845,1139930.0,6.05687818331268
love again dua lipa,Dua Lipa,Pop,0.6461250137801786,0.6650717703349283,0.8283403734993331,0.010857880025800902,0.0017489631317939595,0.08100819417072919,0.46466133782078256,0.42285970623080554,1245145.75,6.095220190560998
love maze bts,BTS,Pop,0.6207694851725278,0.8778377277817367,0.8287850155624722,0.04074392603741131,0.04933779786917522,0.0527953531791308,0.7707193941943626,0.6181115494772196,750257.0,5.875210056142463
love me now john legend,John Legend,Pop,0.4576121706537316,0.7617835691743866,0.8512950200088929,0.06740485917007095,0.5987826579518207,0.05642568198319677,0.7181320992848128,0.468334119325044,860750.444444444,5.934877255622682
love someone lukas graham,Lukas Graham,Pop,0.5127328850181898,0.4024228850656622,0.7751778568252556,0.0287035046226618,0.1742622884614492,0.09138056218234623,0.25115692048801014,0.7440964354317395,1011060.52941176,6.00477715638489
lovely day bill withers,Bill Withers,Other,0.6836070995480101,0.590756388068818,0.6788850600266786,0.011717910126854442,0.23606596993856777,0.05611451094284825,0.7517879680269247,0.3188269936392183,853553.0,5.931230493105006
lush life zara larsson,Zara Larsson,Pop,0.6847095138352993,0.7108826224167769,0.8490440195642507,0.02386583530423565,0.13474845932034066,0.19614147909967847,0.8127892301220025,0.3195688931319661,492947.933333333,5.692801050189662
lust lil skies,Lil Skies,Rap,0.7111674567302392,0.7668736638501477,0.8013005780346821,0.15287035046226619,0.13981433485125203,0.09552950938699306,0.5183003786285234,0.6764973142088131,554054.5,5.743552486542714
magic shop bts,BTS,Pop,0.5160401278800574,0.6589636567240151,0.795825922632281,0.06998494947323157,0.10435320613487253,0.05808526086505549,0.27219183845183004,0.6180770425240686,718223.25,5.856259459803239
make it back juice wrld,Juice WRLD,Rap,0.7464447139234924,0.380026468492314,0.6767452200978213,0.4979574285099979,0.12360353315233569,0.08028212840991598,0.7496844762305427,0.5783537882883402,594290.0,5.773998422532553
make it right bts,BTS,Pop,0.6229743137471062,0.7017204520004071,0.7392452200978213,0.4517308105783703,0.010533191302394248,0.11419977180790375,0.24694993689524614,0.3641058673322675,860337.0,5.934668600745989
make no sense youngboy never broke again,YoungBoy Never Broke Again,Rap,0.8875537426965053,0.7037564898707115,0.8296465095598043,0.32595140829929053,0.01884122717308887,0.08048957577014833,0.9752839713925116,0.647209537721851,689528.933333333,5.838552494331119
mala m√£¬≠a maluma,Maluma,Other,0.7453422996362034,0.7516033798228647,0.8223654957759005,0.3453020855729951,0.3140804531146026,0.21792345192407428,0.9200673117374842,0.7913192008189652,1028268.71428571,6.012106622326174
malibu miley cyrus,Miley Cyrus,Pop,0.5513173850733105,0.7811259289422784,0.7800411293908404,0.0340786927542464,0.07770670084227882,0.06161186598900529,0.3331931005469079,0.5606114632098368,1203448.05263158,6.080427348501898
mamita cnco,CNCO,Other,0.8048726711498182,0.7037564898707115,0.8103323699421966,0.04149645237583315,0.10840590655960163,0.1297583238253293,0.48779974758098443,0.2791554998332164,565448.5,5.752393056327218
mantra bring me the horizon,Bring Me The Horizon,Other,0.4730459706757799,0.8177746106077572,0.8605769230769231,0.022468286390023646,0.0004794547237475742,0.13598174463229956,0.621371476651241,0.2735711245816032,603289.0,5.780525406730538
martin & gina polo g,Polo G,Rap,0.8368426854812038,0.5296752519596865,0.7409404179635394,0.24639862395183834,0.34954158183098205,0.14842858624624003,0.09444678165755155,0.2960006441297922,813950.4,5.910597940930215
mary's boy child / oh my lord boney m.,Boney M.,Pop,0.760224892514607,0.7429502188740711,0.7061610715873721,0.019888196086863038,0.3125606904553292,0.16735815786744113,0.9489903239377366,0.403817619250279,1153889.0,6.062164033251192
me and my guitar a boogie wit da hoodie,A Boogie Wit da Hoodie,Rap,0.6339984566199979,0.5739590756388069,0.7699949977767897,0.34852719845194585,0.4731489447852192,0.05601078726273208,0.6855279764408919,0.7562083759877616,861094.0,5.935050563129602
me dijeron ozuna,Ozuna,Pop,0.8015654282879506,0.84220706505141,0.8797799021787461,0.030746076112663945,0.02765585059687463,0.2791204231926149,0.8117374842238115,0.29657000885678464,691231.125,5.83962328547693
me enamor√£¬© shakira,Shakira,Pop,0.7354205710506009,0.8808917845871933,0.8955091151622944,0.087293055256934,0.1955389656912769,0.07354008920236489,0.969499368952461,0.35228148471917087,684377.615384615,5.835295796202311
medicine bring me the horizon,Bring Me The Horizon,Other,0.5976187851394554,0.8595133869489973,0.8663572698977323,0.016985594495807357,0.003977948365394956,0.059122497666217196,0.3121581825830879,0.31390975281519223,861296.0,5.935152430285991
meet me on the roof green day,Green Day,Other,0.3705214419578877,0.9511350911126947,0.7938806136060471,0.09804343152010321,2.524832364606219e-05,0.7458769837153822,0.8548590660496423,0.7400361172776314,740020.0,5.869243457261062
memories maroon 5,Maroon 5,Pop,0.7651857568074083,0.32301740812379115,0.7617830146731881,0.03708879810793378,0.858155485134482,0.18576911108806143,0.5593184686579723,0.2796155925418972,1765308.42857143,6.246820594780167
merry christmas baby otis redding,Otis Redding,Other,0.7023481424319259,0.2822966507177034,0.5653345931525123,0.010750376263169206,0.3546074573618934,0.11005082460325692,0.8727387463188894,0.3396691933424585,1680047.0,6.225321431461061
midnight sky miley cyrus,Miley Cyrus,Pop,0.6935288281336126,0.8101394685941159,0.805205091151623,0.011556654482906898,0.0013943518446301647,0.21170003111710406,0.23064787547328566,0.38838726003289664,1443429.66629712,6.159395626953675
milion„†ria rosal„ça,ROSAL√çA,Other,0.8644030426634329,0.5703960093657742,0.7790684748777235,0.42162975704149647,0.6099275841198257,0.04605331397157971,0.9253260412284393,0.42300923636112675,758611.0,5.880019135762851
mine bazzi,Bazzi,Pop,0.7023481424319259,0.7892700804234959,0.8504057358826145,0.05203182111373898,0.016308289407633195,0.44507831137848775,0.7265460664703407,0.5778361839910743,1128269.97297297,6.052413030271219
money bag cardi b,Cardi B,Rap,0.9658251570940359,0.8065764023210832,0.7945197865718098,0.1786712534938723,0.13576163442652292,0.11938595581371228,0.4457299116533446,0.5033874325676625,814499.0,5.910890555440417
money cardi b,Cardi B,Rap,0.9680299856686142,0.5678509620278938,0.7760115606936415,0.2732745646097614,0.0064298321223560505,0.09241779898350794,0.19962137147665124,0.5036002254454272,1013826.10763889,6.005963470806808
monster 21 savage,21 Savage,Hiphop,0.9007827141439754,0.6039906342257966,0.7658681636282793,0.1077187701569555,0.16007783697489741,0.09967845659163986,0.20803533866217921,0.5266106120383257,1022279.83333333,6.009569793487058
mood swings a boogie wit da hoodie,A Boogie Wit da Hoodie,Rap,0.9588431999412049,0.6701618650106892,0.8046446568845411,0.07858525048376694,0.2340396197262032,0.07872627320817342,0.9242742953302483,0.44640303354459454,797231.0,5.901584177719345
moral of the story ashe,Ashe,Pop,0.5502149707860213,0.3993688282602057,0.7184026233881725,0.02031821113738981,0.5947299575270916,0.08308266777305258,0.25115692048801014,0.44488664465889877,1154061.55,6.062228971828834
more & more twice,TWICE,Pop,0.7343181567633117,0.84220706505141,0.8424021787461095,0.038916362072672545,0.03160723351098548,0.15672648065553366,0.5635254522507362,0.37114528577508366,782642.0,5.893563150335428
morph twenty one pilots,Twenty One Pilots,Rock,0.7288060853268659,0.6039906342257966,0.7566140506891952,0.06106213717480113,0.07568035062991428,0.07768903640701172,0.5172486327303324,0.2735653734227447,1466163.5,6.1661824035850845
mother's daughter miley cyrus,Miley Cyrus,Pop,0.6246279351780399,0.8620584342868778,0.8428329257447754,0.09127069447430661,0.005928310444795827,0.1266466134218442,0.5514303744215397,0.5410949056234832,1123621.29861111,6.050619962802244
motion khalid,Khalid,Pop,0.5303715136148165,0.5877023312633615,0.7575589150733659,0.042571490002150075,0.09726098039159664,0.5788818587283476,0.5235591081194784,0.22154039038866333,667336.0,5.824344553862655
motivation normani,Normani,Pop,0.5799801565428288,0.8890359360684109,0.8478212538906181,0.08019780692324233,0.01944913223679823,0.28845555440307025,0.8990323937736643,0.7388053692819103,1147599.7,6.059790426042799
moving on and getting over john mayer,John Mayer,Other,0.8544813140778305,0.45943194543418514,0.7071476211649622,0.030746076112663945,0.5845982064652689,0.08204543097189089,0.6255784602440051,0.2965527553802091,393918.0,5.5954058262573945
mr. blue sky electric light orchestra,Electric Light Orchestra,Other,0.34406349906294786,0.3408327394889545,0.6802467763450423,0.009460331111588902,0.6388030746460204,0.3055699616222384,0.47254943205721495,0.5023493483937014,444444.0,5.647817047593938
murder on my mind ynw melly,YNW Melly,Rap,0.7569176496527394,0.6874681869082764,0.7048549355269008,0.029294775317136097,0.1636239498465354,0.09345503578466964,0.7396928901977283,0.4172580775026168,1092144.45652174,6.038280085732303
my bad khalid,Khalid,Pop,0.5932091279902988,0.569377990430622,0.704160182303246,0.06740485917007095,0.5521766030674363,0.24748470075718287,0.3710559528817838,0.2445680304581373,1133730.9625,6.0545100074987
my blood twenty one pilots,Twenty One Pilots,Rock,0.7453422996362034,0.7220808307034511,0.7743997332147621,0.020855729950548272,0.05703792867616048,0.07862254952805725,0.681320992848128,0.38269936392183024,744859.75,5.872074506929374
my collection future,Future,Rap,0.6450225994928895,0.45332383182327196,0.7215429079590929,0.46355622446785644,0.7061792192071414,0.07851882584794109,0.36579722339082876,0.2175375838231404,456220.0,5.659174320176156
my december linkin park,Linkin Park,Rap,0.7243964281777092,0.5815942176524482,0.7003390395731436,0.0,0.3799368350164502,0.1297583238253293,0.7307530500631048,0.3310654596901276,566669.0,5.753329454926326
my head & my heart ava max,Ava Max,Pop,0.5965163708521662,0.936882826020564,0.8549911071587373,0.049666738335841766,0.07061447509900291,0.10279016699512498,0.4310054690786706,0.4229689782491172,1121684.08333333,6.049870557290705
my only wish (this year) britney spears,Britney Spears,Pop,0.654944328078492,0.8279547999592792,0.8323421520675856,0.004085142980004298,0.23302644462002095,0.08930608858002281,0.614009255363904,0.6017034932538907,1142998.33333333,6.058045597127857
my type saweetie,Saweetie,Rap,0.9178701355969573,0.8310088567647358,0.7827228768341485,0.23994839819393682,0.0006375100403120085,0.047661031013380345,0.653975599495162,0.3599017702066966,653513.1875,5.815254355804388
